sateid,date,pro,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
G30,2020-06-20-12-15-00,24616000.51,6,0,0,0,5,0,8,4
C01,2020-06-20-12-20-00,37797359.27,7,3,5,9,2,6,6,6
C02,2020-06-20-12-20-00,37477188.49,7,1,8,8,4,9,2,6
C03,2020-06-20-12-20-00,36528090.38,8,0,9,0,3,8,3,7
C04,2020-06-20-12-20-00,38713899.16,3,8,9,9,1,6,4,6
C05,2020-06-20-12-20-00,39539624.82,9,6,2,4,8,2,0,5
C06,2020-06-20-12-20-00,36032984.95,2,9,8,4,9,4,5,7
C08,2020-06-20-12-20-00,36051381.35,1,3,8,1,3,5,2,7
C09,2020-06-20-12-20-00,37196770.23,6,7,7,0,2,3,4,7
C13,2020-06-20-12-20-00,35786584.54,6,5,8,4,5,3,9,8
C16,2020-06-20-12-20-00,36334843.51,4,8,4,3,5,0,8,8
C23,2020-06-20-12-20-00,26037606.62,7,6,0,6,6,1,7,6
C25,2020-06-20-12-20-00,24876619.63,6,6,1,9,6,3,3,6
C27,2020-06-20-12-20-00,22198896.52,8,8,9,6,5,1,6,8
C28,2020-06-20-12-20-00,24269834.82,9,8,3,4,8,2,0,7
C30,2020-06-20-12-20-00,24415333.57,5,3,3,3,5,7,0,7
G02,2020-06-20-12-20-00,23340138.37,0,1,3,8,3,6,7,6
G05,2020-06-20-12-20-00,22429260.39,9,2,6,0,3,9,1,7
G13,2020-06-20-12-20-00,20671277.75,1,2,7,7,7,5,0,8
G15,2020-06-20-12-20-00,20024582.77,4,5,8,2,7,6,6,8
G18,2020-06-20-12-20-00,22136996.79,6,9,9,6,7,8,9,7
G20,2020-06-20-12-20-00,24219893.77,9,8,9,3,7,6,6,6
G24,2020-06-20-12-20-00,23526678.2,6,6,7,8,1,9,5,6
G29,2020-06-20-12-20-00,21961613.47,1,6,1,3,4,6,9,7
C01,2020-06-20-12-25-00,37796986.22,6,9,8,6,2,1,9,6
C02,2020-06-20-12-25-00,37477356.2,7,3,5,6,1,9,5,6
C03,2020-06-20-12-25-00,36530284.96,0,2,8,4,9,6,1,7
C04,2020-06-20-12-25-00,38715208.21,5,2,0,8,2,1,1,6
C05,2020-06-20-12-25-00,39539782.7,9,7,8,2,6,9,5,5
C06,2020-06-20-12-25-00,36027966.45,7,9,6,6,4,5,3,7
C08,2020-06-20-12-25-00,36049511.53,9,5,1,1,5,3,1,7
C09,2020-06-20-12-25-00,37162708.59,2,7,0,8,5,9,4,6
C13,2020-06-20-12-25-00,35761532.64,1,5,3,2,6,4,1,8
C16,2020-06-20-12-25-00,36322178.76,2,1,7,8,7,5,8,8
C23,2020-06-20-12-25-00,25884476.27,4,4,7,6,2,6,6,6
C25,2020-06-20-12-25-00,24782334.31,2,3,3,4,3,0,5,6
C27,2020-06-20-12-25-00,22255374.93,5,3,7,4,9,3,0,8
C28,2020-06-20-12-25-00,24452281.05,2,2,8,1,0,4,7,7
C30,2020-06-20-12-25-00,24310703.56,0,7,0,3,5,6,3,7
G02,2020-06-20-12-25-00,23507556.8,7,5,5,6,7,9,7,6
G05,2020-06-20-12-25-00,22532853.01,2,8,5,3,0,0,8,7
G13,2020-06-20-12-25-00,20772528.63,2,5,2,8,6,2,5,8
G15,2020-06-20-12-25-00,20017367.72,7,3,6,7,7,1,9,8
G18,2020-06-20-12-25-00,21979294.38,9,2,9,4,3,8,3,7
G20,2020-06-20-12-25-00,24080388.61,0,3,8,8,6,0,9,6
G24,2020-06-20-12-25-00,23323600.14,3,6,0,0,1,4,1,6
G29,2020-06-20-12-25-00,22077992.81,7,9,9,2,8,1,3,7
C01,2020-06-20-12-30-00,37796598.63,6,5,9,8,6,2,5,6
C02,2020-06-20-12-30-00,37477575,7,5,7,5,0,0,0,6
C03,2020-06-20-12-30-00,36532498.41,2,4,9,8,4,1,4,7
C04,2020-06-20-12-30-00,38716505.08,6,5,0,5,0,7,8,6
C05,2020-06-20-12-30-00,39539975.47,9,9,7,5,4,6,9,5
C06,2020-06-20-12-30-00,36024839.38,4,8,3,9,3,7,5,7
C08,2020-06-20-12-30-00,36049952.82,9,9,5,2,8,2,0,7
C09,2020-06-20-12-30-00,37130785.13,0,7,8,5,1,3,3,7
C13,2020-06-20-12-30-00,35738043.63,8,0,4,3,6,3,3,8
C16,2020-06-20-12-30-00,36311637.7,1,6,3,7,7,0,3,8
C23,2020-06-20-12-30-00,25730062.83,0,0,6,2,8,2,8,6
C25,2020-06-20-12-30-00,24693701.09,3,7,0,1,0,9,4,6
C27,2020-06-20-12-30-00,22320867.02,0,8,6,7,0,1,6,8
C28,2020-06-20-12-30-00,24637120,7,1,2,0,0,0,0,7
C30,2020-06-20-12-30-00,24213923.45,3,9,2,3,4,4,5,7
G02,2020-06-20-12-30-00,23680049.51,0,0,4,9,5,0,8,6
G05,2020-06-20-12-30-00,22638229.66,8,2,2,9,6,6,4,7
G13,2020-06-20-12-30-00,20881632.97,1,6,3,2,9,6,9,8
G15,2020-06-20-12-30-00,20019317.8,9,3,1,7,7,9,7,8
G18,2020-06-20-12-30-00,21826112.57,6,1,1,2,5,7,0,7
G20,2020-06-20-12-30-00,23940499.81,0,4,9,9,8,1,3,6
G21,2020-06-20-12-30-00,25209771.66,9,7,7,1,6,5,6,5
G24,2020-06-20-12-30-00,23121836.18,1,8,3,6,1,8,0,6
G29,2020-06-20-12-30-00,22202136.98,2,1,3,6,9,7,7,7
G30,2020-06-20-12-30-00,24927951.38,7,9,5,1,3,8,3,5
C01,2020-06-20-12-35-00,37796196.09,6,1,9,6,0,9,4,6
C02,2020-06-20-12-35-00,37477843.48,7,8,4,3,4,8,4,6
C03,2020-06-20-12-35-00,36534728.21,4,7,2,8,2,1,1,7
C04,2020-06-20-12-35-00,38717788.72,7,7,8,8,7,1,9,6
C05,2020-06-20-12-35-00,39540204.27,0,2,0,4,2,6,6,5
C06,2020-06-20-12-35-00,36023534.91,3,5,3,4,9,0,6,7
C08,2020-06-20-12-35-00,36052791.57,2,7,9,1,5,7,0,7
C09,2020-06-20-12-35-00,37100980.77,0,9,8,0,7,7,3,7
C13,2020-06-20-12-35-00,35716223.71,6,2,2,3,7,1,1,7
C16,2020-06-20-12-35-00,36303156.52,3,1,5,6,5,2,3,8
C23,2020-06-20-12-35-00,25574802.84,4,8,0,2,8,4,4,6
C25,2020-06-20-12-35-00,24611132.89,1,1,3,2,8,9,1,7
C27,2020-06-20-12-35-00,22395138.41,5,1,3,8,4,1,4,8
C28,2020-06-20-12-35-00,24823903.35,3,9,0,3,3,5,2,6
C30,2020-06-20-12-35-00,24125272.23,5,2,7,2,2,3,4,7
G02,2020-06-20-12-35-00,23857297.81,7,2,9,7,8,1,3,6
G05,2020-06-20-12-35-00,22745426.62,5,4,2,6,6,1,7,7
G13,2020-06-20-12-35-00,20998124.7,8,1,2,4,7,0,3,7
G15,2020-06-20-12-35-00,20030213.83,0,2,1,3,8,2,8,8
G18,2020-06-20-12-35-00,21677931.16,7,9,3,1,1,6,4,7
G20,2020-06-20-12-35-00,23800248.32,0,2,4,8,3,2,0,6
G21,2020-06-20-12-35-00,25038258.34,8,2,5,8,3,4,4,5
G24,2020-06-20-12-35-00,22921965.38,1,9,6,5,3,8,3,6
G29,2020-06-20-12-35-00,22333487.3,3,4,8,7,2,9,7,7
G30,2020-06-20-12-35-00,25047571.24,7,5,7,1,2,4,2,5
C01,2020-06-20-12-40-00,37795779.09,5,7,7,9,0,8,6,6
C02,2020-06-20-12-40-00,37478161.85,8,1,6,1,8,5,2,6
C03,2020-06-20-12-40-00,36536972.86,6,9,7,2,8,5,9,7
C04,2020-06-20-12-40-00,38719056.7,9,0,5,6,6,9,5,6
C05,2020-06-20-12-40-00,39540465.41,0,4,6,5,4,1,4,5
C06,2020-06-20-12-40-00,36023980.13,3,9,8,0,1,2,5,7
C08,2020-06-20-12-40-00,36058107.32,8,1,0,7,3,2,0,7
C09,2020-06-20-12-40-00,37073271.09,3,2,7,1,0,9,4,7
C13,2020-06-20-12-40-00,35696177.13,6,1,7,7,1,2,5,8
C16,2020-06-20-12-40-00,36296668.13,6,6,6,8,1,3,3,7
C23,2020-06-20-12-40-00,25419143.98,9,1,4,3,9,7,7,6
C24,2020-06-20-12-40-00,26639481.58,9,4,8,1,5,7,8,4
C25,2020-06-20-12-40-00,24535024.95,5,0,2,4,9,5,3,7
C27,2020-06-20-12-40-00,22477921.28,7,9,2,1,2,8,1,8
C28,2020-06-20-12-40-00,25012185.02,2,1,8,5,0,1,6,6
C30,2020-06-20-12-40-00,24045002.06,5,0,0,2,0,6,3,7
G02,2020-06-20-12-40-00,24038964.08,8,9,6,4,0,7,8,6
G05,2020-06-20-12-40-00,22854482.82,4,4,8,2,8,2,0,7
G13,2020-06-20-12-40-00,21121532.63,1,5,3,2,6,2,5,8
G15,2020-06-20-12-40-00,20049809.87,9,8,0,9,8,6,7,8
G18,2020-06-20-12-40-00,21535232.63,5,2,3,2,6,2,5,7
G20,2020-06-20-12-40-00,23659666.99,9,6,6,6,9,9,2,6
G21,2020-06-20-12-40-00,24867268.54,7,2,6,8,5,3,9,5
G24,2020-06-20-12-40-00,22724575.63,4,5,7,5,6,3,3,6
G29,2020-06-20-12-40-00,22471466.93,1,4,6,6,9,3,0,7
G30,2020-06-20-12-40-00,25174485.37,4,4,8,5,3,6,7,5
C01,2020-06-20-12-45-00,37795348.15,5,3,4,8,1,4,8,6
C02,2020-06-20-12-45-00,37478530.42,8,5,3,0,4,2,2,6
C03,2020-06-20-12-45-00,36539232.85,9,2,3,2,8,5,2,7
C04,2020-06-20-12-45-00,38720309.46,0,3,0,9,4,6,1,5
C06,2020-06-20-12-45-00,36026101.85,6,1,0,1,8,5,2,7
C08,2020-06-20-12-45-00,36065978.09,5,9,7,8,0,8,6,7
C09,2020-06-20-12-45-00,37047629.81,7,6,2,9,8,0,5,7
C13,2020-06-20-12-45-00,35678007.1,8,0,0,7,1,0,2,8
C16,2020-06-20-12-45-00,36292102.58,2,1,0,2,5,7,8,8
C23,2020-06-20-12-45-00,25263541.05,3,5,4,1,0,4,7,6
C25,2020-06-20-12-45-00,24465754.13,5,7,5,4,1,3,3,7
C27,2020-06-20-12-45-00,22568917.13,8,9,1,7,1,3,3,8
C28,2020-06-20-12-45-00,25201520.98,1,5,2,0,9,7,7,6
C30,2020-06-20-12-45-00,23973336.46,3,3,3,6,4,6,1,7
G02,2020-06-20-12-45-00,24224698.14,4,6,9,8,1,4,1,5
G05,2020-06-20-12-45-00,22965445.18,5,4,4,5,1,8,0,7
G13,2020-06-20-12-45-00,21251374.15,1,3,7,4,1,4,8,8
G15,2020-06-20-12-45-00,20077837.07,7,8,3,7,0,7,0,8
G18,2020-06-20-12-45-00,21398505.86,8,5,0,5,8,5,9,7
G20,2020-06-20-12-45-00,23518802.64,8,8,0,2,6,4,1,6
G21,2020-06-20-12-45-00,24697142.51,7,1,4,2,5,0,8,5
G24,2020-06-20-12-45-00,22530264.6,0,2,6,4,6,0,2,6
G29,2020-06-20-12-45-00,22615483.28,5,4,8,3,2,8,1,7
C01,2020-06-20-12-50-00,37794902.05,4,9,0,2,0,4,7,6
C02,2020-06-20-12-50-00,37478947.84,8,9,4,7,8,3,6,6
C03,2020-06-20-12-50-00,36541506.45,1,5,0,6,4,5,3,7
C04,2020-06-20-12-50-00,38721548.61,1,5,4,8,6,0,9,6
C06,2020-06-20-12-50-00,36029822.95,9,8,2,2,9,4,5,7
C08,2020-06-20-12-50-00,36076476.27,6,4,7,6,2,6,6,7
C09,2020-06-20-12-50-00,37024025.03,4,0,2,5,0,3,1,7
C13,2020-06-20-12-50-00,35661814.74,1,8,1,4,7,4,2,8
C16,2020-06-20-12-50-00,36289386.56,9,3,8,6,5,5,5,8
C23,2020-06-20-12-50-00,25108461.02,8,4,6,1,0,2,3,6
C24,2020-06-20-12-50-00,26771262.71,1,2,6,2,7,1,1,5
C25,2020-06-20-12-50-00,24403673.09,3,6,7,3,0,9,4,7
C27,2020-06-20-12-50-00,22667798.85,7,7,9,8,8,5,2,8
C28,2020-06-20-12-50-00,25391469.5,1,4,6,9,5,0,0,6
C30,2020-06-20-12-50-00,23910469.77,0,4,6,9,7,7,3,7
G02,2020-06-20-12-50-00,24414131.02,4,1,3,1,0,2,3,5
G05,2020-06-20-12-50-00,23078362.94,8,3,6,2,9,3,8,7
G13,2020-06-20-12-50-00,21387167.46,7,1,6,7,4,6,1,8
G15,2020-06-20-12-50-00,20114003.55,4,0,0,3,5,4,7,8
G18,2020-06-20-12-50-00,21268234.38,8,2,3,4,3,7,5,7
G20,2020-06-20-12-50-00,23377712.27,7,7,1,2,2,7,3,6
G21,2020-06-20-12-50-00,24528234.02,8,2,3,4,0,1,6,5
G24,2020-06-20-12-50-00,22339631.91,9,6,3,1,9,1,4,7
G29,2020-06-20-12-50-00,22764932.03,4,9,3,2,0,3,1,7
C01,2020-06-20-12-55-00,37794443.23,4,4,4,3,2,3,4,6
C02,2020-06-20-12-55-00,37479416.83,9,4,1,6,8,2,8,6
C03,2020-06-20-12-55-00,36543794.19,3,7,9,4,1,8,8,7
C04,2020-06-20-12-55-00,38722772.63,2,7,7,2,6,2,5,6
C05,2020-06-20-12-55-00,39541461.79,1,4,6,1,7,8,9,5
C06,2020-06-20-12-55-00,36035064.86,5,0,6,4,8,5,9,7
C08,2020-06-20-12-55-00,36089670.25,9,6,7,0,2,5,0,7
C09,2020-06-20-12-55-00,37002420.63,2,4,2,0,6,3,3,7
C13,2020-06-20-12-55-00,35647700.31,7,7,0,0,3,0,5,8
C16,2020-06-20-12-55-00,36288444.56,8,4,4,4,5,5,5,8
C23,2020-06-20-12-55-00,24954375.06,4,3,7,5,0,6,3,6
C24,2020-06-20-12-55-00,26848831.52,8,8,3,1,5,1,6,5
C25,2020-06-20-12-55-00,24349111.13,9,1,1,1,1,2,5,7
C27,2020-06-20-12-55-00,22774212.98,4,2,1,2,9,7,7,7
C28,2020-06-20-12-55-00,25581596.79,1,5,9,6,7,8,9,6
C30,2020-06-20-12-55-00,23856566.43,6,5,6,6,4,3,0,7
G02,2020-06-20-12-55-00,24606888.18,6,8,8,8,1,8,0,5
G05,2020-06-20-12-55-00,23193288.22,3,2,8,8,2,1,9,6
G13,2020-06-20-12-55-00,21528430.27,8,4,3,0,2,7,3,7
G15,2020-06-20-12-55-00,20158000.98,8,0,0,0,9,7,7,8
G18,2020-06-20-12-55-00,21144899.89,4,8,9,9,8,9,1,7
G20,2020-06-20-12-55-00,23236472.38,6,4,7,2,3,8,3,6
G21,2020-06-20-12-55-00,24360916.22,0,9,1,6,2,1,9,5
G24,2020-06-20-12-55-00,22153279.7,3,2,7,9,6,9,5,7
G29,2020-06-20-12-55-00,22919200.34,9,2,0,0,3,3,6,7
C01,2020-06-20-13-00-00,37793970.24,3,9,7,0,2,4,2,6
C02,2020-06-20-13-00-00,37479936.62,9,9,3,6,6,1,7,6
C03,2020-06-20-13-00-00,36546092.81,6,0,9,2,8,0,5,7
C04,2020-06-20-13-00-00,38723978.98,3,9,7,8,9,7,7,6
C05,2020-06-20-13-00-00,39541863.28,1,8,6,3,2,8,1,5
C06,2020-06-20-13-00-00,36041745.54,1,7,4,5,5,3,9,7
C08,2020-06-20-13-00-00,36105622.04,5,6,2,2,0,3,9,7
C09,2020-06-20-13-00-00,36982775.72,2,7,7,5,7,1,9,7
C13,2020-06-20-13-00-00,35635757.29,5,7,5,7,2,8,9,8
C16,2020-06-20-13-00-00,36289197.87,9,1,9,7,8,6,7,8
C23,2020-06-20-13-00-00,24801758.39,1,7,5,8,3,9,1,6
C24,2020-06-20-13-00-00,26933965.63,3,9,6,5,6,3,3,4
C25,2020-06-20-13-00-00,24302370.24,2,3,7,0,2,4,2,7
C27,2020-06-20-13-00-00,22887780.14,7,7,8,0,1,4,1,7
C28,2020-06-20-13-00-00,25771470.27,1,4,7,0,2,7,3,5
C30,2020-06-20-13-00-00,23811752.9,1,7,5,2,8,9,8,7
G02,2020-06-20-13-00-00,24802570.81,2,5,7,0,8,1,3,5
G05,2020-06-20-13-00-00,23310271.84,0,2,7,1,8,3,6,6
G13,2020-06-20-13-00-00,21674680.81,4,6,8,0,8,0,5,7
G15,2020-06-20-13-00-00,20209503.15,9,5,0,3,1,4,8,8
G18,2020-06-20-13-00-00,21028974.69,8,9,7,4,6,8,8,7
G20,2020-06-20-13-00-00,23095172.48,5,1,7,2,4,7,7,6
G21,2020-06-20-13-00-00,24195564.23,5,5,6,4,2,3,4,6
G24,2020-06-20-13-00-00,21971807.72,1,8,0,7,7,1,9,7
G29,2020-06-20-13-00-00,23077668.43,7,6,6,8,4,3,0,6
C01,2020-06-20-13-05-00,37793484.48,3,4,8,4,4,8,4,6
C02,2020-06-20-13-05-00,37480504.39,0,5,0,4,3,9,1,6
C03,2020-06-20-13-05-00,36548402.55,8,4,0,2,5,4,7,7
C04,2020-06-20-13-05-00,38725168.88,5,1,6,8,8,7,5,6
C05,2020-06-20-13-05-00,39542298.54,2,2,9,8,5,3,9,5
C06,2020-06-20-13-05-00,36049781.53,9,7,8,1,5,3,1,7
C08,2020-06-20-13-05-00,36124390.43,4,3,9,0,4,3,0,7
C09,2020-06-20-13-05-00,36965047.1,5,0,4,7,1,0,2,7
C13,2020-06-20-13-05-00,35626080.23,6,0,8,0,2,2,7,8
C16,2020-06-20-13-05-00,36291564.94,1,5,6,4,9,3,8,7
C23,2020-06-20-13-05-00,24651094.77,1,0,9,4,7,7,3,7
C25,2020-06-20-13-05-00,24263721.95,3,7,2,1,9,4,5,7
C27,2020-06-20-13-05-00,23008099.73,8,0,9,9,7,3,4,7
C28,2020-06-20-13-05-00,25960668.72,0,6,6,8,7,1,9,5
C30,2020-06-20-13-05-00,23776124.16,6,1,2,4,1,6,4,7
G05,2020-06-20-13-05-00,23429369.73,9,3,6,9,7,3,4,6
G13,2020-06-20-13-05-00,21825447.09,5,4,4,7,0,9,4,7
G15,2020-06-20-13-05-00,20268172.28,8,1,7,2,2,8,1,8
G18,2020-06-20-13-05-00,20920920.52,0,9,2,0,5,1,6,7
G20,2020-06-20-13-05-00,22953915.81,3,9,1,5,8,0,5,6
G21,2020-06-20-13-05-00,24032564.3,2,5,6,4,2,9,7,6
G24,2020-06-20-13-05-00,21795814.95,5,8,1,4,9,5,3,7
G29,2020-06-20-13-05-00,23239714.99,9,7,1,4,9,9,2,6
C01,2020-06-20-13-10-00,37792986.08,2,9,8,6,0,7,8,6
C02,2020-06-20-13-10-00,37481121.98,1,1,2,1,9,8,4,6
C03,2020-06-20-13-10-00,36550722.02,0,7,2,2,0,1,6,7
C04,2020-06-20-13-10-00,38726340.88,6,3,4,0,8,8,3,6
C05,2020-06-20-13-10-00,39542768.5,2,7,6,8,5,0,0,5
C06,2020-06-20-13-10-00,36059089.07,9,0,8,9,0,7,0,7
C08,2020-06-20-13-10-00,36146026.41,6,0,2,6,4,1,4,7
C09,2020-06-20-13-10-00,36949185.41,9,1,8,5,4,0,6,7
C13,2020-06-20-13-10-00,35618759.13,8,7,5,9,1,3,3,7
C16,2020-06-20-13-10-00,36295463.17,5,4,6,3,1,7,2,8
C23,2020-06-20-13-10-00,24502865.93,2,8,6,5,9,3,0,7
C25,2020-06-20-13-10-00,24233410.54,3,4,1,0,5,3,9,7
C27,2020-06-20-13-10-00,23134752.79,4,7,5,2,7,8,9,7
C28,2020-06-20-13-10-00,26148773.72,8,7,7,3,7,1,9,5
C30,2020-06-20-13-10-00,23749741.13,9,7,4,1,1,2,5,7
G05,2020-06-20-13-10-00,23550630.65,0,6,3,0,6,4,8,6
G13,2020-06-20-13-10-00,21980262.23,0,2,6,2,2,3,4,7
G15,2020-06-20-13-10-00,20333659.3,3,6,5,9,2,9,7,8
G18,2020-06-20-13-10-00,20821185.09,1,1,8,5,0,8,6,7
G20,2020-06-20-13-10-00,22812823.45,2,8,2,3,4,4,5,6
G21,2020-06-20-13-10-00,23872311.24,2,3,1,1,2,4,2,6
G24,2020-06-20-13-10-00,21625889.63,5,8,8,9,6,2,5,7
G29,2020-06-20-13-10-00,23404719.9,4,7,1,9,8,9,8,6
C01,2020-06-20-13-15-00,37792475.58,2,4,7,5,5,7,8,6
C02,2020-06-20-13-15-00,37481789.93,1,7,8,9,9,3,0,6
C03,2020-06-20-13-15-00,36553051.58,3,0,5,1,5,7,8,7
C04,2020-06-20-13-15-00,38727495.41,7,4,9,5,4,1,4,5
C06,2020-06-20-13-15-00,36069582.09,9,5,8,2,0,9,4,7
C08,2020-06-20-13-15-00,36170579.12,0,5,7,9,1,1,7,7
C09,2020-06-20-13-15-00,36935141.7,5,1,4,1,7,0,3,7
C13,2020-06-20-13-15-00,35613881.36,3,8,8,1,3,5,9,8
C16,2020-06-20-13-15-00,36300807.98,0,8,0,7,9,8,4,7
C23,2020-06-20-13-15-00,24357556.75,7,5,5,6,7,5,0,7
C25,2020-06-20-13-15-00,24211647.86,1,6,4,7,8,5,9,7
C27,2020-06-20-13-15-00,23267301.06,7,3,0,1,0,6,3,7
C30,2020-06-20-13-15-00,23732625.58,2,6,2,5,5,7,8,7
G05,2020-06-20-13-15-00,23674108.59,4,1,0,8,5,8,6,6
G13,2020-06-20-13-15-00,22138671.35,8,6,7,1,3,5,2,7
G15,2020-06-20-13-15-00,20405611.51,5,6,1,1,5,0,8,8
G18,2020-06-20-13-15-00,20730197.97,0,1,9,7,9,6,9,8
G20,2020-06-20-13-15-00,22672034.73,2,0,3,4,7,3,4,7
G21,2020-06-20-13-15-00,23715207.84,5,2,0,7,8,4,4,6
G24,2020-06-20-13-15-00,21462615.7,2,6,1,5,6,9,5,7
G29,2020-06-20-13-15-00,23572066.63,2,0,6,6,6,2,5,6
C01,2020-06-20-13-20-00,37791952.27,1,9,5,2,2,7,3,6
C02,2020-06-20-13-20-00,37482507.27,2,5,0,7,2,6,6,6
C03,2020-06-20-13-20-00,36555388.18,5,3,8,8,1,8,0,7
C04,2020-06-20-13-20-00,38728630.92,8,6,3,0,9,2,2,5
C05,2020-06-20-13-20-00,39543811.42,3,8,1,1,4,2,2,5
C06,2020-06-20-13-20-00,36081173.36,1,1,7,3,3,5,9,7
C08,2020-06-20-13-20-00,36198088.19,8,0,8,8,1,8,8,7
C09,2020-06-20-13-20-00,36922859.21,2,8,5,9,2,1,1,7
C13,2020-06-20-13-20-00,35611529.13,1,5,2,9,1,2,5,8
C16,2020-06-20-13-20-00,36307511.94,7,5,1,1,9,3,8,8
C20,2020-06-20-13-20-00,26639457.79,9,4,5,7,7,8,9,5
C23,2020-06-20-13-20-00,24215651.57,5,6,5,1,5,7,0,7
C25,2020-06-20-13-20-00,24198609.19,8,6,0,9,1,8,8,7
C27,2020-06-20-13-20-00,23405292.72,5,2,9,2,7,1,9,7
C30,2020-06-20-13-20-00,23724763.26,4,7,6,3,2,5,8,7
G05,2020-06-20-13-20-00,23799848.06,9,8,4,8,0,5,5,6
G13,2020-06-20-13-20-00,22300230.75,0,2,3,0,7,5,0,7
G15,2020-06-20-13-20-00,20483669.16,3,6,6,9,1,5,6,8
G18,2020-06-20-13-20-00,20648364.27,8,3,6,4,2,6,6,8
G20,2020-06-20-13-20-00,22531702.86,1,7,0,2,8,5,9,6
G21,2020-06-20-13-20-00,23561656.36,1,6,5,6,3,5,9,6
G24,2020-06-20-13-20-00,21306557.66,6,5,5,7,6,6,4,7
G29,2020-06-20-13-20-00,23741142.55,1,1,4,2,5,4,7,6
C01,2020-06-20-13-25-00,37791416.7,1,4,1,6,6,9,5,6
C02,2020-06-20-13-25-00,37483272.6,3,2,7,2,6,0,2,6
C03,2020-06-20-13-25-00,36557731.65,7,7,3,1,6,4,8,7
C04,2020-06-20-13-25-00,38729746.73,9,7,4,6,7,2,7,6
C05,2020-06-20-13-25-00,39544382.59,4,3,8,2,5,8,6,5
C06,2020-06-20-13-25-00,36093774.09,3,7,7,4,0,8,6,7
C08,2020-06-20-13-25-00,36228588.86,8,5,8,8,8,5,9,7
C09,2020-06-20-13-25-00,36912278.94,2,2,7,8,9,3,8,7
C13,2020-06-20-13-25-00,35611781.41,1,7,8,1,4,1,4,7
C16,2020-06-20-13-25-00,36315485.91,5,4,8,5,9,0,6,8
C20,2020-06-20-13-25-00,26528825.07,8,8,2,5,0,7,0,5
C23,2020-06-20-13-25-00,24077628.18,7,6,2,8,1,8,0,7
C25,2020-06-20-13-25-00,24194438.7,4,4,3,8,7,0,3,7
C27,2020-06-20-13-25-00,23548263.34,8,2,6,3,3,3,6,7
C30,2020-06-20-13-25-00,23726102.05,6,1,0,2,0,4,7,7
G05,2020-06-20-13-25-00,23927891.45,7,8,9,1,4,4,5,6
G13,2020-06-20-13-25-00,22464510.44,4,5,1,0,4,3,8,7
G15,2020-06-20-13-25-00,20567470.73,7,4,7,0,7,2,7,8
G18,2020-06-20-13-25-00,20576064.66,6,0,6,4,6,6,4,8
G20,2020-06-20-13-25-00,22392001.27,2,0,0,1,2,6,6,7
G21,2020-06-20-13-25-00,23412066.99,2,0,6,6,9,9,2,7
G24,2020-06-20-13-25-00,21158266.16,8,2,6,6,1,6,4,7
G29,2020-06-20-13-25-00,23911342.31,1,3,4,2,3,1,3,6
C01,2020-06-20-13-30-00,37790869.2,0,8,6,9,1,9,5,6
C02,2020-06-20-13-30-00,37484087.38,4,0,8,7,3,7,5,6
C03,2020-06-20-13-30-00,36560081.77,0,0,8,1,7,7,3,7
C04,2020-06-20-13-30-00,38730844.01,0,8,4,4,0,0,8,6
C05,2020-06-20-13-30-00,39544986.92,4,9,8,6,9,2,2,5
C06,2020-06-20-13-30-00,36107295.31,7,2,9,5,3,0,5,7
C08,2020-06-20-13-30-00,36262111.08,2,1,1,1,0,7,8,7
C09,2020-06-20-13-30-00,36903340.7,3,3,4,0,7,0,3,7
C13,2020-06-20-13-30-00,35614713.59,4,7,1,3,5,8,6,8
C16,2020-06-20-13-30-00,36324642.04,4,6,4,2,0,3,9,8
C20,2020-06-20-13-30-00,26418397.31,8,3,9,7,3,1,3,5
C23,2020-06-20-13-30-00,23943962.66,3,9,6,2,6,5,6,7
C25,2020-06-20-13-30-00,24199244.75,9,2,4,4,7,5,0,7
C27,2020-06-20-13-30-00,23695739.88,5,7,3,9,8,7,5,7
C30,2020-06-20-13-30-00,23736554.11,6,5,5,4,1,0,9,7
G05,2020-06-20-13-30-00,24058277.2,8,2,7,7,1,9,5,6
G13,2020-06-20-13-30-00,22631098.11,1,0,9,8,1,0,9,7
G15,2020-06-20-13-30-00,20656658.45,6,6,5,8,4,4,5,8
G18,2020-06-20-13-30-00,20513650.97,3,6,5,0,9,6,9,8
G20,2020-06-20-13-30-00,22253120.4,3,1,2,0,3,9,8,7
G21,2020-06-20-13-30-00,23266849.32,6,8,4,9,3,2,0,7
G24,2020-06-20-13-30-00,21018269.97,8,2,6,9,9,6,9,7
G29,2020-06-20-13-30-00,24082076.06,2,0,7,6,0,6,3,5
C01,2020-06-20-13-35-00,37790310.26,0,3,1,0,2,5,8,6
C02,2020-06-20-13-35-00,37484950.57,4,9,5,0,5,7,0,6
C03,2020-06-20-13-35-00,36562436.09,2,4,3,6,0,8,6,7
C04,2020-06-20-13-35-00,38731919.11,1,9,1,9,1,0,9,6
C06,2020-06-20-13-35-00,36121647.6,1,6,4,7,6,0,2,7
C08,2020-06-20-13-35-00,36298677.35,8,6,7,7,3,5,2,7
C09,2020-06-20-13-35-00,36895979.31,5,9,7,9,3,1,3,7
C13,2020-06-20-13-35-00,35620395.87,0,3,9,5,8,6,7,8
C16,2020-06-20-13-35-00,36334888.67,4,8,8,8,6,7,2,7
C20,2020-06-20-13-35-00,26308092.98,8,0,9,2,9,7,7,6
C23,2020-06-20-13-35-00,23815122.36,5,1,2,2,3,5,9,7
